g | n1 | w1g | n2 | w2g
[('b', -1), ('a', -3), ('b', -1), ('a', -2), ('b', -1)] | 32 | 00102202022212102202012212102202 | 4 | 0000
[('b', 4), ('a', 1), ('b', 5), ('a', -2), ('b', 5)] | 35 | 00110220100221111122010122121112201 | 4 | 0000
[('a', -3), ('b', -5), ('a', 3), ('b', 5), ('a', -1)] | 34 | 0002221211122020222111112201002212 | 4 | 0000
[('b', 3), ('a', 3), ('b', 3), ('a', 3), ('b', -1)] | 32 | 00122201022211122201022211102202 | 4 | 1010
[('b', -1), ('a', 3), ('b', 5), ('a', -3), ('b', 2)] | 33 | 001022020222111112201022212112201 | 6 | 101010
[('a', 3), ('b', 1), ('a', -4), ('b', -2), ('a', 1)] | 33 | 000222111022010102212112202002211 | 4 | 1010
[('a', 1), ('b', -2), ('a', -2), ('b', 3), ('a', -3)] | 32 | 00002211112202012212122201022212 | 4 | 0000
[('b', -1), ('a', 4), ('b', 1), ('a', -3), ('b', -5)] | 34 | 0010220201022111022010222121112202 | 4 | 0000
[('a', 3), ('b', -4), ('a', 2), ('b', 2), ('a', 4)] | 34 | 0002221111022020122111122010102211 | 4 | 1010
[('a', -5), ('b', -3), ('a', -5), ('b', -1), ('a', 5)] | 35 | 00011221212220201122121022020112211 | 4 | 0000
[('b', 3), ('a', -2), ('b', -5), ('a', -3), ('b', 5)] | 34 | 0012220101221211122020222121112201 | 4 | 0000
[('a', -5), ('b', -5), ('a', 1), ('b', -5), ('a', -2)] | 35 | 00011221211122020022111112202012212 | 4 | 1010
[('b', 4), ('a', 1), ('b', 5), ('a', 1), ('b', 1)] | 34 | 0011022010022111112201002211102201 | 4 | 0000
[('b', -2), ('a', 1), ('b', 4), ('a', -1), ('b', 4)] | 34 | 0011220200221111022010022121102201 | 6 | 101010
[('a', 4), ('b', 1), ('a', -1), ('b', 3), ('a', 2)] | 33 | 000102211102201002212122201012211 | 4 | 0000
[('b', 2), ('a', 1), ('b', -5), ('a', 5), ('b', 3)] | 34 | 0011220100221111122020112211122201 | 6 | 000000
[('b', 4), ('a', 3), ('b', 4), ('a', 3), ('b', 2)] | 34 | 0011022010222111102201022211112201 | 4 | 1010
[('a', -4), ('b', 1), ('a', 2), ('b', -2), ('a', 3)] | 33 | 000102212102201012211112202022211 | 4 | 0000
[('a', -5), ('b', 4), ('a', -2), ('b', -4), ('a', 5)] | 36 | 000112212110220101221211022020112211 | 4 | 0000
[('a', -2), ('b', -4), ('a', -5), ('b', -3), ('a', -2)] | 34 | 0001221211022020112212122202012212 | 4 | 1010
[('b', -3), ('a', 5), ('b', 5), ('a', -5), ('b', -1)] | 35 | 00122202011221111122010112212102202 | 4 | 1010
[('a', 2), ('b', 1), ('a', 3), ('b', 1), ('a', -1)] | 32 | 00012211102201022211102201002212 | 4 | 0000
[('b', 3), ('a', -5), ('b', 2), ('a', 4), ('b', -3)] | 34 | 0012220101122121122010102211122202 | 4 | 0000
[('b', 4), ('a', -4), ('b', 3), ('a', 4), ('b', 2)] | 35 | 00110220101022121222010102211112201 | 8 | 10101010
[('a', 4), ('b', -3), ('a', -4), ('b', 4), ('a', -5)] | 36 | 000102211122202010221211022010112212 | 4 | 0000
[('b', 2), ('a', 4), ('b', 5), ('a', -2), ('b', -2)] | 34 | 0011220101022111112201012212112202 | 4 | 0000
[('b', 3), ('a', 1), ('b', -3), ('a', -1), ('b', -2)] | 32 | 00122201002211122202002212112202 | 4 | 1010
[('a', -2), ('b', 5), ('a', -4), ('b', -4), ('a', -3)] | 35 | 00012212111220101022121102202022212 | 4 | 1010
[('a', 2), ('b', 4), ('a', 4), ('b', 4), ('a', 2)] | 35 | 00012211110220101022111102201012211 | 4 | 0000
[('b', -4), ('a', -4), ('b', -2), ('a', 5), ('b', -4)] | 36 | 001102202010221211220201122111102202 | 4 | 0000
[('a', -4), ('b', 5), ('a', 1), ('b', -2), ('a', 2)] | 34 | 0001022121112201002211112202012211 | 4 | 0000
[('b', -3), ('a', -2), ('b', 4), ('a', -3), ('b', 5)] | 34 | 0012220201221211022010222121112201 | 4 | 0000
[('a', 5), ('b', -5), ('a', -2), ('b', 2), ('a', -1)] | 34 | 0001122111112202012212112201002212 | 4 | 0000
[('b', -2), ('a', 1), ('b', -2), ('a', 1), ('b', -4)] | 33 | 001122020022111122020022111102202 | 4 | 0000
[('a', 1), ('b', 2), ('a', 5), ('b', -3), ('a', 5)] | 34 | 0000221111220101122111222020112211 | 4 | 0000
[('b', 2), ('a', -1), ('b', 4), ('a', 1), ('b', -2)] | 33 | 001122010022121102201002211112202 | 4 | 1010
[('b', 4), ('a', -2), ('b', -2), ('a', 1), ('b', -5)] | 34 | 0011022010122121122020022111112202 | 4 | 0000
[('a', -3), ('b', 1), ('a', 3), ('b', 3), ('a', 1)] | 32 | 00022212102201022211122201002211 | 4 | 0000
[('a', 4), ('b', 2), ('a', -2), ('b', 2), ('a', 2)] | 33 | 000102211112201012212112201012211 | 4 | 0000
[('a', 4), ('b', 2), ('a', -1), ('b', -5), ('a', 2)] | 34 | 0001022111122010022121112202012211 | 4 | 0000
[('b', 4), ('a', 3), ('b', 5), ('a', 2), ('b', 1)] | 34 | 0011022010222111112201012211102201 | 4 | 0000
[('b', 1), ('a', 1), ('b', 1), ('a', 4), ('b', 5)] | 34 | 0010220100221110220101022111112201 | 4 | 0000
[('a', 5), ('b', -4), ('a', 3), ('b', -3), ('a', 2)] | 34 | 0001122111102202022211122202012211 | 4 | 0000
[('a', -3), ('b', 1), ('a', 3), ('b', 2), ('a', 2)] | 32 | 00022212102201022211112201012211 | 4 | 0000
[('a', -1), ('b', -1), ('a', -1), ('b', 3), ('a', -5)] | 33 | 000022121022020022121222010112212 | 4 | 0000
[('a', 1), ('b', 3), ('a', -3), ('b', 4), ('a', 1)] | 33 | 000022111222010222121102201002211 | 4 | 0000
[('a', 4), ('b', 1), ('a', -2), ('b', 4), ('a', 2)] | 34 | 0001022111022010122121102201012211 | 4 | 0000
[('b', -3), ('a', 5), ('b', -2), ('a', -3), ('b', -3)] | 33 | 001222020112211112202022212122202 | 4 | 0000
[('b', -3), ('a', 2), ('b', 3), ('a', 4), ('b', -1)] | 33 | 001222020122111222010102211102202 | 4 | 1010
[('b', -1), ('a', 4), ('b', 4), ('a', 1), ('b', 5)] | 35 | 00102202010221111022010022111112201 | 4 | 0000
[('a', 5), ('b', 2), ('a', 1), ('b', -5), ('a', 4)] | 35 | 00011221111220100221111122020102211 | 4 | 0000
[('b', -5), ('a', -2), ('b', 1), ('a', 2), ('b', -3)] | 33 | 001112202012212102201012211122202 | 4 | 1010
[('b', 1), ('a', -1), ('b', -5), ('a', 3), ('b', -2)] | 33 | 001022010022121112202022211112202 | 4 | 0000
[('b', -1), ('a', -1), ('b', 1), ('a', 3), ('b', 4)] | 33 | 001022020022121022010222111102201 | 4 | 0000
[('a', 3), ('b', 2), ('a', 3), ('b', -1), ('a', 1)] | 32 | 00022211112201022211102202002211 | 4 | 0000
[('b', 2), ('a', 1), ('b', -5), ('a', 2), ('b', 2)] | 33 | 001122010022111112202012211112201 | 4 | 1010
[('a', 1), ('b', -2), ('a', 4), ('b', -3), ('a', 4)] | 34 | 0000221111220201022111222020102211 | 4 | 1010
[('b', 2), ('a', 1), ('b', 3), ('a', 4), ('b', -3)] | 33 | 001122010022111222010102211122202 | 4 | 0000
[('a', -4), ('b', -4), ('a', -4), ('b', 2), ('a', 1)] | 35 | 00010221211022020102212112201002211 | 4 | 0000
[('b', -2), ('a', -4), ('b', 5), ('a', -2), ('b', 3)] | 34 | 0011220201022121112201012212122201 | 6 | 000000
[('a', -1), ('b', -3), ('a', -2), ('b', 5), ('a', 2)] | 33 | 000022121222020122121112201012211 | 4 | 0000
[('a', 1), ('b', -5), ('a', 1), ('b', -2), ('a', -2)] | 33 | 000022111112202002211112202012212 | 4 | 1010
[('a', 4), ('b', 4), ('a', -1), ('b', -4), ('a', -2)] | 35 | 00010221111022010022121102202012212 | 4 | 0000
[('b', 2), ('a', 1), ('b', 5), ('a', 4), ('b', -5)] | 35 | 00112201002211111220101022111112202 | 4 | 0000
[('a', -3), ('b', -2), ('a', 4), ('b', 1), ('a', -5)] | 34 | 0002221211220201022111022010112212 | 4 | 0000
[('b', 1), ('a', -3), ('b', -1), ('a', -3), ('b', -1)] | 32 | 00102201022212102202022212102202 | 4 | 1010
[('b', 3), ('a', 5), ('b', -2), ('a', 2), ('b', 2)] | 33 | 001222010112211112202012211112201 | 4 | 0000
[('b', -3), ('a', -2), ('b', -5), ('a', -3), ('b', 2)] | 33 | 001222020122121112202022212112201 | 4 | 0000
[('b', -4), ('a', 1), ('b', -5), ('a', -2), ('b', 5)] | 35 | 00110220200221111122020122121112201 | 4 | 0000
[('a', 5), ('b', 4), ('a', 2), ('b', -4), ('a', 5)] | 36 | 000112211110220101221111022020112211 | 6 | 000000
[('a', -4), ('b', 5), ('a', -2), ('b', 2), ('a', -1)] | 34 | 0001022121112201012212112201002212 | 4 | 0000
[('a', -4), ('b', -3), ('a', -5), ('b', -1), ('a', -5)] | 35 | 00010221212220201122121022020112212 | 4 | 0000
[('a', 4), ('b', 4), ('a', 1), ('b', 3), ('a', -1)] | 34 | 0001022111102201002211122201002212 | 4 | 0000
[('b', -2), ('a', 5), ('b', 4), ('a', -3), ('b', -3)] | 34 | 0011220201122111102201022212122202 | 4 | 0000
[('b', 3), ('a', -2), ('b', 4), ('a', 3), ('b', -5)] | 34 | 0012220101221211022010222111112202 | 4 | 0000
[('b', -1), ('a', -5), ('b', -1), ('a', 5), ('b', 1)] | 34 | 0010220201122121022020112211102201 | 4 | 1010
[('a', 2), ('b', 1), ('a', -3), ('b', 5), ('a', -3)] | 33 | 000122111022010222121112201022212 | 4 | 0000
[('b', -3), ('a', 5), ('b', 3), ('a', 4), ('b', -3)] | 34 | 0012220201122111222010102211122202 | 6 | 101010
[('b', 1), ('a', -3), ('b', 4), ('a', 1), ('b', -3)] | 33 | 001022010222121102201002211122202 | 4 | 0000
[('b', 3), ('a', 2), ('b', -5), ('a', -3), ('b', -3)] | 33 | 001222010122111112202022212122202 | 4 | 0000
[('b', 3), ('a', -2), ('b', -4), ('a', -5), ('b', -3)] | 34 | 0012220101221211022020112212122202 | 4 | 0000
[('a', -2), ('b', 3), ('a', -2), ('b', 1), ('a', -3)] | 32 | 00012212122201012212102201022212 | 4 | 0000
[('b', 3), ('a', -3), ('b', -4), ('a', 5), ('b', -1)] | 34 | 0012220102221211022020112211102202 | 4 | 0000
[('b', -2), ('a', 4), ('b', 4), ('a', 3), ('b', 2)] | 34 | 0011220201022111102201022211112201 | 4 | 0000
[('a', -4), ('b', 4), ('a', 4), ('b', -3), ('a', 4)] | 36 | 000102212110220101022111222020102211 | 4 | 0000
[('b', 5), ('a', 3), ('b', -5), ('a', -4), ('b', 1)] | 35 | 00111220102221111122020102212102201 | 4 | 0000
[('b', 5), ('a', 3), ('b', -2), ('a', -2), ('b', -4)] | 34 | 0011122010222111122020122121102202 | 4 | 0000
[('a', 1), ('b', 1), ('a', -5), ('b', 2), ('a', 5)] | 34 | 0000221110220101122121122010112211 | 4 | 0000
[('a', 3), ('b', -5), ('a', 3), ('b', 3), ('a', -2)] | 33 | 000222111112202022211122201012212 | 4 | 0000
[('a', -1), ('b', 1), ('a', 2), ('b', -3), ('a', -2)] | 32 | 00002212102201012211122202012212 | 4 | 0000
[('a', 1), ('b', 3), ('a', 3), ('b', 2), ('a', 4)] | 33 | 000022111222010222111122010102211 | 4 | 0000
[('a', -5), ('b', -4), ('a', -1), ('b', -1), ('a', 2)] | 34 | 0001122121102202002212102202012211 | 4 | 0000
[('a', -2), ('b', 2), ('a', 1), ('b', 4), ('a', -3)] | 33 | 000122121122010022111102201022212 | 4 | 0000
[('b', 2), ('a', 5), ('b', 1), ('a', -2), ('b', -4)] | 34 | 0011220101122111022010122121102202 | 4 | 1010
[('a', -1), ('b', -3), ('a', -1), ('b', 4), ('a', -4)] | 34 | 0000221212220200221211022010102212 | 4 | 1010
[('a', 5), ('b', 4), ('a', 1), ('b', 5), ('a', -2)] | 35 | 00011221111022010022111112201012212 | 4 | 0000
[('a', 3), ('b', 2), ('a', 2), ('b', 2), ('a', -5)] | 33 | 000222111122010122111122010112212 | 4 | 1010
[('b', -5), ('a', -1), ('b', -5), ('a', 2), ('b', 1)] | 34 | 0011122020022121112202012211102201 | 4 | 0000
[('a', -3), ('b', -3), ('a', -5), ('b', 2), ('a', 2)] | 33 | 000222121222020112212112201012211 | 4 | 1010
[('a', -3), ('b', -5), ('a', 4), ('b', -3), ('a', -5)] | 35 | 00022212111220201022111222020112212 | 4 | 0000
[('a', -5), ('b', 2), ('a', -5), ('b', -5), ('a', 5)] | 36 | 000112212112201011221211122020112211 | 4 | 0000
[('b', 4), ('a', 1), ('b', 3), ('a', 4), ('b', -3)] | 34 | 0011022010022111222010102211122202 | 4 | 0000
[('a', -5), ('b', -5), ('a', 3), ('b', -5), ('a', 1)] | 35 | 00011221211122020222111112202002211 | 4 | 0000
[('a', 2), ('b', 1), ('a', -4), ('b', -3), ('a', -5)] | 34 | 0001221110220101022121222020112212 | 4 | 0000
[('a', -2), ('b', -4), ('a', 5), ('b', 3), ('a', 5)] | 35 | 00012212110220201122111222010112211 | 4 | 0000
[('a', 4), ('b', -5), ('a', -4), ('b', -1), ('a', -2)] | 35 | 00010221111122020102212102202012212 | 4 | 0000
[('a', -3), ('b', -4), ('a', 4), ('b', 4), ('a', -4)] | 36 | 000222121102202010221111022010102212 | 6 | 000000
[('b', 2), ('a', -4), ('b', -2), ('a', -2), ('b', -2)] | 33 | 001122010102212112202012212112202 | 4 | 1010
[('a', -1), ('b', -5), ('a', 4), ('b', 4), ('a', -1)] | 35 | 00002212111220201022111102201002212 | 4 | 0000
[('a', -2), ('b', 1), ('a', -4), ('b', -1), ('a', -1)] | 33 | 000122121022010102212102202002212 | 4 | 0000
[('a', -1), ('b', 1), ('a', 3), ('b', -2), ('a', 5)] | 33 | 000022121022010222111122020112211 | 4 | 0000
[('b', -1), ('a', -2), ('b', -2), ('a', 5), ('b', -3)] | 33 | 001022020122121122020112211122202 | 6 | 000000
[('a', -4), ('b', -1), ('a', -1), ('b', -5), ('a', -5)] | 35 | 00010221210220200221211122020112212 | 4 | 0000
[('b', 3), ('a', 2), ('b', 4), ('a', 2), ('b', -5)] | 34 | 0012220101221111022010122111112202 | 4 | 0000
[('b', -5), ('a', 4), ('b', 2), ('a', 1), ('b', 2)] | 34 | 0011122020102211112201002211112201 | 4 | 0000
[('a', 3), ('b', 3), ('a', 5), ('b', 5), ('a', -3)] | 34 | 0002221112220101122111112201022212 | 4 | 0000
[('b', 1), ('a', 2), ('b', 4), ('a', 5), ('b', 1)] | 34 | 0010220101221111022010112211102201 | 4 | 0000
[('b', 2), ('a', 2), ('b', 4), ('a', 3), ('b', 5)] | 34 | 0011220101221111022010222111112201 | 4 | 0000
[('b', 2), ('a', -2), ('b', -2), ('a', 3), ('b', -3)] | 32 | 00112201012212112202022211122202 | 4 | 0000
[('a', -4), ('b', 5), ('a', 2), ('b', -4), ('a', -3)] | 35 | 00010221211122010122111102202022212 | 4 | 0000
[('a', 5), ('b', -3), ('a', 2), ('b', -5), ('a', 2)] | 34 | 0001122111222020122111112202012211 | 4 | 1010
[('b', -3), ('a', 1), ('b', 1), ('a', -4), ('b', -5)] | 34 | 0012220200221110220101022121112202 | 4 | 1010
[('a', 5), ('b', -4), ('a', -1), ('b', -3), ('a', 2)] | 34 | 0001122111102202002212122202012211 | 4 | 1010
[('a', 1), ('b', -1), ('a', -3), ('b', -3), ('a', 2)] | 32 | 00002211102202022212122202012211 | 4 | 1010
[('a', -4), ('b', 1), ('a', -3), ('b', -3), ('a', -3)] | 33 | 000102212102201022212122202022212 | 4 | 0000
[('b', -4), ('a', 2), ('b', 3), ('a', -1), ('b', 3)] | 33 | 001102202012211122201002212122201 | 4 | 0000
[('b', -1), ('a', 4), ('b', -4), ('a', -1), ('b', 5)] | 35 | 00102202010221111022020022121112201 | 6 | 000000
[('a', 2), ('b', 3), ('a', 5), ('b', 2), ('a', -4)] | 34 | 0001221112220101122111122010102212 | 4 | 1010
[('b', 2), ('a', -4), ('b', -3), ('a', -1), ('b', -2)] | 33 | 001122010102212122202002212112202 | 4 | 0000
[('b', -5), ('a', 4), ('b', -1), ('a', 4), ('b', -5)] | 36 | 001112202010221110220201022111112202 | 4 | 0000
[('a', 4), ('b', 1), ('a', -5), ('b', -1), ('a', -2)] | 34 | 0001022111022010112212102202012212 | 6 | 000000
[('a', 4), ('b', -3), ('a', -1), ('b', 5), ('a', -5)] | 35 | 00010221112220200221211122010112212 | 4 | 0000
[('a', -5), ('b', 3), ('a', 1), ('b', 1), ('a', -1)] | 33 | 000112212122201002211102201002212 | 4 | 0000
[('a', 3), ('b', 2), ('a', -5), ('b', -1), ('a', -4)] | 34 | 0002221111220101122121022020102212 | 4 | 1010
[('a', 4), ('b', 1), ('a', -4), ('b', -4), ('a', 3)] | 35 | 00010221110220101022121102202022211 | 6 | 000000
[('a', -4), ('b', -3), ('a', 4), ('b', -2), ('a', 2)] | 34 | 0001022121222020102211112202012211 | 4 | 0000
[('a', 4), ('b', 4), ('a', -1), ('b', 4), ('a', -4)] | 36 | 000102211110220100221211022010102212 | 4 | 0000
[('b', 5), ('a', -3), ('b', -2), ('a', 3), ('b', 5)] | 34 | 0011122010222121122020222111112201 | 4 | 1010
[('b', -4), ('a', -5), ('b', 5), ('a', -2), ('b', -1)] | 35 | 00110220201122121112201012212102202 | 4 | 0000
[('a', 4), ('b', 1), ('a', -4), ('b', 5), ('a', 2)] | 35 | 00010221110220101022121112201012211 | 4 | 0000
[('a', -2), ('b', -3), ('a', 2), ('b', 5), ('a', -4)] | 34 | 0001221212220201221111122010102212 | 4 | 0000
[('a', 3), ('b', 2), ('a', 2), ('b', 1), ('a', 1)] | 32 | 00022211112201012211102201002211 | 6 | 000000
[('b', 4), ('a', 4), ('b', 3), ('a', -2), ('b', 5)] | 35 | 00110220101022111222010122121112201 | 4 | 0000
[('a', 4), ('b', 2), ('a', -4), ('b', 5), ('a', 1)] | 35 | 00010221111220101022121112201002211 | 4 | 0000
[('b', -5), ('a', 2), ('b', -4), ('a', 2), ('b', 3)] | 34 | 0011122020122111102202012211122201 | 4 | 0000
[('b', 5), ('a', -4), ('b', -1), ('a', -2), ('b', -2)] | 34 | 0011122010102212102202012212112202 | 4 | 1010
[('b', -5), ('a', 3), ('b', 2), ('a', 3), ('b', -2)] | 33 | 001112202022211112201022211112202 | 4 | 1010
[('a', -2), ('b', -3), ('a', -3), ('b', 5), ('a', 4)] | 34 | 0001221212220202221211122010102211 | 4 | 0000
[('b', -5), ('a', 2), ('b', 1), ('a', -4), ('b', -2)] | 34 | 0011122020122111022010102212112202 | 4 | 0000
[('a', 1), ('b', -3), ('a', 2), ('b', 2), ('a', 5)] | 33 | 000022111222020122111122010112211 | 4 | 0000
[('b', -4), ('a', 1), ('b', 4), ('a', -2), ('b', -1)] | 34 | 0011022020022111102201012212102202 | 4 | 0000
[('b', 3), ('a', -1), ('b', 4), ('a', 3), ('b', 4)] | 34 | 0012220100221211022010222111102201 | 4 | 0000
[('b', -2), ('a', -3), ('b', -2), ('a', -5), ('b', -3)] | 33 | 001122020222121122020112212122202 | 4 | 0000
[('a', 1), ('b', 3), ('a', -1), ('b', -4), ('a', -3)] | 33 | 000022111222010022121102202022212 | 4 | 1010
[('b', 1), ('a', 1), ('b', 3), ('a', -2), ('b', 1)] | 32 | 00102201002211122201012212102201 | 4 | 0000
[('b', 2), ('a', 1), ('b', 1), ('a', 2), ('b', -3)] | 32 | 00112201002211102201012211122202 | 6 | 000000
[('a', -4), ('b', -5), ('a', 3), ('b', -4), ('a', -5)] | 36 | 000102212111220202221111022020112212 | 6 | 000000
[('b', -4), ('a', 1), ('b', -5), ('a', -2), ('b', 4)] | 35 | 00110220200221111122020122121102201 | 4 | 0000
[('b', -4), ('a', -5), ('b', -5), ('a', 5), ('b', -5)] | 37 | 0011022020112212111220201122111112202 | 4 | 1010
[('a', 5), ('b', -1), ('a', -4), ('b', 3), ('a', -2)] | 34 | 0001122111022020102212122201012212 | 4 | 0000
[('b', -4), ('a', -5), ('b', -3), ('a', -5), ('b', 2)] | 35 | 00110220201122121222020112212112201 | 4 | 0000
[('a', 3), ('b', -1), ('a', 1), ('b', -5), ('a', 2)] | 33 | 000222111022020022111112202012211 | 6 | 000000
[('b', -1), ('a', -1), ('b', -1), ('a', 2), ('b', 2)] | 32 | 00102202002212102202012211112201 | 4 | 0000
[('b', -3), ('a', -1), ('b', 2), ('a', 4), ('b', -3)] | 33 | 001222020022121122010102211122202 | 4 | 1010
[('b', -2), ('a', 1), ('b', -5), ('a', 3), ('b', -5)] | 34 | 0011220200221111122020222111112202 | 4 | 0000
[('b', 1), ('a', -3), ('b', 4), ('a', 3), ('b', 2)] | 33 | 001022010222121102201022211112201 | 4 | 1010
[('a', -4), ('b', 1), ('a', 4), ('b', 1), ('a', -5)] | 35 | 00010221210220101022111022010112212 | 4 | 0000
[('b', 1), ('a', 4), ('b', -5), ('a', -1), ('b', 3)] | 34 | 0010220101022111112202002212122201 | 4 | 1010
[('a', 1), ('b', 2), ('a', -2), ('b', -5), ('a', -5)] | 34 | 0000221111220101221211122020112212 | 6 | 000000
[('b', -5), ('a', -5), ('b', 5), ('a', -4), ('b', 3)] | 36 | 001112202011221211122010102212122201 | 6 | 101010
[('b', 5), ('a', 1), ('b', 1), ('a', 4), ('b', 4)] | 35 | 00111220100221110220101022111102201 | 4 | 0000
[('b', -1), ('a', -1), ('b', 2), ('a', -3), ('b', 3)] | 32 | 00102202002212112201022212122201 | 4 | 0000
[('b', -5), ('a', -5), ('b', 1), ('a', -1), ('b', 1)] | 34 | 0011122020112212102201002212102201 | 6 | 000000
[('a', -3), ('b', 2), ('a', 4), ('b', 2), ('a', -2)] | 33 | 000222121122010102211112201012212 | 4 | 0000
[('b', -2), ('a', -5), ('b', -2), ('a', -2), ('b', -2)] | 33 | 001122020112212112202012212112202 | 4 | 0000
[('b', -3), ('a', 5), ('b', 2), ('a', 3), ('b', -4)] | 34 | 0012220201122111122010222111102202 | 4 | 0000
[('b', 3), ('a', 1), ('b', 3), ('a', -4), ('b', 5)] | 34 | 0012220100221112220101022121112201 | 4 | 1010
[('b', 3), ('a', -4), ('b', -5), ('a', -5), ('b', 1)] | 35 | 00122201010221211122020112212102201 | 4 | 1010
[('b', -3), ('a', 1), ('b', -3), ('a', 5), ('b', 1)] | 33 | 001222020022111222020112211102201 | 4 | 1010
[('a', 3), ('b', -5), ('a', 4), ('b', 5), ('a', -4)] | 36 | 000222111112202010221111122010102212 | 6 | 000000
[('b', -4), ('a', 3), ('b', 1), ('a', 5), ('b', 4)] | 35 | 00110220202221110220101122111102201 | 4 | 0000
[('b', -2), ('a', 1), ('b', 4), ('a', -4), ('b', 2)] | 34 | 0011220200221111022010102212112201 | 4 | 1010
[('a', -4), ('b', -1), ('a', 1), ('b', 1), ('a', 3)] | 33 | 000102212102202002211102201022211 | 8 | 00201010
[('b', -4), ('a', 4), ('b', 2), ('a', 3), ('b', -4)] | 35 | 00110220201022111122010222111102202 | 4 | 0000
[('b', 5), ('a', -3), ('b', -4), ('a', -5), ('b', 2)] | 35 | 00111220102221211022020112212112201 | 4 | 0000
[('a', -2), ('b', -3), ('a', 5), ('b', -2), ('a', 5)] | 34 | 0001221212220201122111122020112211 | 4 | 0000
[('a', 3), ('b', -5), ('a', 5), ('b', 1), ('a', 2)] | 34 | 0002221111122020112211102201012211 | 4 | 0000
[('a', 1), ('b', 3), ('a', 4), ('b', -5), ('a', -3)] | 34 | 0000221112220101022111112202022212 | 4 | 0000
[('a', -2), ('b', 2), ('a', -1), ('b', -1), ('a', 4)] | 33 | 000122121122010022121022020102211 | 4 | 0000
[('b', -4), ('a', 5), ('b', -3), ('a', 1), ('b', 4)] | 35 | 00110220201122111222020022111102201 | 6 | 000000
[('b', 5), ('a', 5), ('b', -3), ('a', 4), ('b', -1)] | 35 | 00111220101122111222020102211102202 | 4 | 1010
[('b', 5), ('a', 5), ('b', 2), ('a', -3), ('b', -1)] | 34 | 0011122010112211112201022212102202 | 4 | 0000
[('a', -1), ('b', 2), ('a', 3), ('b', -5), ('a', -3)] | 33 | 000022121122010222111112202022212 | 4 | 0000
[('a', -4), ('b', 3), ('a', -4), ('b', 2), ('a', 4)] | 35 | 00010221212220101022121122010102211 | 4 | 0000
[('a', -3), ('b', 3), ('a', 3), ('b', -3), ('a', 3)] | 32 | 00022212122201022211122202022211 | 6 | 000000
[('b', -1), ('a', 4), ('b', -2), ('a', -1), ('b', -3)] | 33 | 001022020102211112202002212122202 | 6 | 000000
[('a', 2), ('b', -4), ('a', -5), ('b', 1), ('a', 1)] | 34 | 0001221111022020112212102201002211 | 4 | 0000
[('a', 3), ('b', 5), ('a', -3), ('b', 3), ('a', -2)] | 33 | 000222111112201022212122201012212 | 4 | 0000
[('b', -1), ('a', 2), ('b', -4), ('a', 5), ('b', -5)] | 35 | 00102202012211110220201122111112202 | 4 | 0000
[('a', -4), ('b', 3), ('a', -5), ('b', 1), ('a', -2)] | 34 | 0001022121222010112212102201012212 | 4 | 0000
[('b', 3), ('a', -4), ('b', 5), ('a', 5), ('b', 5)] | 36 | 001222010102212111220101122111112201 | 4 | 0000
[('b', 5), ('a', -4), ('b', -2), ('a', -1), ('b', -2)] | 34 | 0011122010102212112202002212112202 | 4 | 0000
[('b', 3), ('a', -1), ('b', -4), ('a', 5), ('b', 1)] | 34 | 0012220100221211022020112211102201 | 4 | 0000
[('b', -5), ('a', 3), ('b', -5), ('a', 1), ('b', 3)] | 34 | 0011122020222111112202002211122201 | 4 | 0000
[('b', 1), ('a', 3), ('b', 2), ('a', 2), ('b', 4)] | 33 | 001022010222111122010122111102201 | 4 | 0000
[('a', 1), ('b', -4), ('a', -3), ('b', -4), ('a', 2)] | 34 | 0000221111022020222121102202012211 | 4 | 1010
[('a', -5), ('b', 3), ('a', 2), ('b', 4), ('a', -5)] | 35 | 00011221212220101221111022010112212 | 4 | 0000
[('a', 3), ('b', -4), ('a', -5), ('b', 5), ('a', -2)] | 35 | 00022211110220201122121112201012212 | 4 | 0000
[('b', 5), ('a', 3), ('b', 4), ('a', 4), ('b', 4)] | 36 | 001112201022211110220101022111102201 | 4 | 0000
[('b', -3), ('a', -3), ('b', -1), ('a', -3), ('b', -2)] | 32 | 00122202022212102202022212112202 | 6 | 000000
[('b', 3), ('a', -3), ('b', -1), ('a', 1), ('b', -2)] | 32 | 00122201022212102202002211112202 | 4 | 0000
[('a', -4), ('b', 1), ('a', -2), ('b', -1), ('a', 3)] | 33 | 000102212102201012212102202022211 | 6 | 000000
[('b', -3), ('a', 5), ('b', 1), ('a', -3), ('b', 3)] | 33 | 001222020112211102201022212122201 | 4 | 0000
[('a', -2), ('b', 2), ('a', -3), ('b', -4), ('a', 3)] | 33 | 000122121122010222121102202022211 | 4 | 0000
[('b', -3), ('a', -1), ('b', -5), ('a', 4), ('b', 1)] | 34 | 0012220200221211122020102211102201 | 4 | 1010
[('a', -4), ('b', 1), ('a', -5), ('b', -5), ('a', 5)] | 36 | 000102212102201011221211122020112211 | 4 | 0000
[('b', -4), ('a', 4), ('b', 5), ('a', 3), ('b', 2)] | 35 | 00110220201022111112201022211112201 | 4 | 0000
[('a', 5), ('b', -1), ('a', -4), ('b', -5), ('a', 5)] | 36 | 000112211102202010221211122020112211 | 6 | 000000
[('a', 5), ('b', -4), ('a', 2), ('b', -5), ('a', -3)] | 35 | 00011221111022020122111112202022212 | 4 | 0000
